Description
"<p>Велокурьер</p> <p>Компания <em><strong>ВкусВилл</strong> </em>специализируется на продаже натуральных продуктов для здорового питания. Наша сеть активно растёт, в связи с этим, приглашаем к сотрудничеству курьеров на электровелосипедах!</p> <p><em><strong><strong>Плюсы сотрудничества с нами:</strong></strong></em><em> </em></p> <p>• Достойный уровень вознаграждения;<br />• Ежедневные выплаты без задержек;<br />• Средний доход от 5000 рублей;<br />• Безналичные чаевые;<br />• Полное отсутствие штрафов и депремирования;<br />• Стильная брендированная форма по желанию;<br />• Гарантируем более 30 заказов в день;<br />• Фиксированный радиус доставки;<br />• Обучение и помощь команды, окажем содействие на всех этапах;<br />• Подключаем ежедневно и в выходные, удаленно быстро и просто;<br />• Отдельная горячая линия для велокурьеров, помощь 24/7;<br />• Бонус по программе &quot;Приведи друга&quot; <em><strong>20000 рублей</strong></em>;<br />• Доплата за заказы свыше 50кг;<br />• Ежедневные бонусы на питание;<br />• Бонус за медицинскую книжку, страхование жизни;<br />• Время оказания услуг обсуждается с каждым велокурьером индивидуально, можно совмещать с основной работой;</p> <p><em><strong>Чем предстоит заниматься:</strong></em></p> <p>Доставлять товары из магазинов ВкусВилл покупателям до квартиры.<br /><br /><em><strong>Требование:</strong></em></p> <p>Умение пользоваться приложениями-навигаторами (Яндекс Карты, 2-gis и другие) и быстро ориентироваться в пространстве и на местности.</p> <p>Пунктуальность. Аккуратность. Ответственность.</p> <p>Приветствуется аналогичный опыт работы в компаниях: Delivery Club, Самокат, Get Delivery, Яндекс.Еда, Вайлдберриз, Утконос, Перекресток, Азбука вкуса, О’кей, Мetro и других организациях на должностях: велокурьер, доставщик заказов.</p>"
"<p><strong>Quke.ru – это крупный интернет магазин электроники и мелкой бытовой техники.</strong></p> <p><strong>За 15 лет успешной работы из небольшой компании мы сумели занять одну из лидирующих позиций на самом конкурентном рынке. По объемам продаж смартфонов мы входим в топ-10 интернет-магазинов в России.</strong></p> <p><strong>Приглашаем на постоянную работу пеших курьеров!</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Доставлять заказы до клиентов (мобильные телефоны, аксессуары, смартфоны и другая продукция) <strong>Без продаж!</strong></li> </ul> <p><strong>Условия:</strong></p> <ul> <li><strong>График:</strong> 5/2, 2/2, другие графики по согласованию</li> <li><strong>Маршрут:</strong> все доставки в пределах одного округа, 1-2 веток метро</li> <li><strong>Своевременные выплаты</strong> 2 раза в месяц без задержек!</li> <li><strong>Компенсация проезда </strong>и мобильной связи</li> <li>Получение заказов 1 раз в день. <strong>После выполненных заказов на склад возвращаться не нужно.</strong></li> <li><strong>Склад:</strong> шаговая доступность от метро Полежаевская/мцк. Хорошево</li> <li> <p><strong>Скидки сотрудникам</strong> на продукцию компании</p> </li> </ul> <p><strong>Требования</strong><strong>:</strong></p> <ul> <li>Опыт работы пешим курьером от 1 года</li> <li>Опыт обращения с электроникой желательно</li> <li>Порядочность, честность, коммуникабельность, дисциплинированность и ответственность, грамотная речь</li> </ul> <p><strong>От нас</strong>:<strong> стабильная работа</strong> в крупнейшем в РФ интернет-магазине электроники и мелкой бытовой техники, своевременная оплата труда, дружелюбный коллектив, грамотная логистика, скидки на продукцию.</p> <p><strong>Ждем Вас в нашей команде !</strong></p> <p> </p> <p><em>Данная вакансия также подойдет: доставка, доставка заказов, курьер, курьер подработка, работа курьером, курьер, курьер пеший, доставка документов посылок, устроиться курьером, работа рядом с домом, без опыта.</em></p> <ul> </ul> <p> </p>"
"<hr /> <p><strong>Заработай в сезон БОЛЬШЕ с высокими тарифами! </strong></p> <p>Требуются водители-курьеры, у нас <strong>свободный график (можно работать у дома)</strong>!</p> <hr /> <p> </p> <p>✔️<strong> СВОБОДНЫЙ ГРАФИК</strong></p> <p><strong>✔️ ОПЛАТА 3.500- 5.000- 6.500 за день</strong> (зависит от времени работы)</p> <p>✔️ <strong>ПРИНИМАЕМ БЕЗ ОПЫТА</strong> (обучим - покажем)<br /><br />✔️ Автомобиль не выдаем</p> <p> </p> <p>❗️<u><em>Оформление без записи в трудовую книжку!</em></u></p> <hr /> <p><strong>ПО РАБОТЕ:</strong></p> <ul> <li>Можно использовать как подработку<br /><em>(Легко совмещать с учебой или другой работой)</em></li> <li>Район на выбор</li> <li>Заказы на доставку собраны и оплачены. Вы только доставляете</li> <li>Чаевые и доплаты 100% ваши,<br />за заказы <strong>комиссии нет!</strong></li> <li><strong>Прием ЕЖЕДНЕВНО (даже в выходные)!</strong> <hr /> <p> </p> </li> </ul> <p><strong>ДОХОД:</strong></p> <ul> <li>Оплата за 4 часа - до 3.000 руб.<br />(<em>зависит от района и времени суток)</em></li> </ul> <p><strong>ЖМИ ОТКЛИКНУТЬСЯ</strong></p> <p><strong>Мы пришлем информацию в ответном сообщении в течение пары минут и скоро напишем в WhatsApp</strong></p> <hr /> <p> </p> <p><em>Данная вакансия также подойдет, если вы искали: работа водителем-курьером, с ежедневной оплатой, подработка, выходного дня, свободный график, яндекс доставка, доставщик яндекс еда, яндекс лавка, яндекс про, яндекс маркет, сбермаркет, деливери клаб, delivery club, dostavista, достависта, додо, озон, сдек, доставка суши, доставка еды, еду, доставка документов посылок, работа в районе, подработка с ежедневными выплатами, работа рядом с домом, без опыта, оплата каждый день.</em></p> <p><strong>ЖМИ ОТКЛИКНУТЬСЯ</strong></p>"
"<p><em><strong>Действует акция:</strong></em></p> <ol> <li><em><strong>&quot;Приведи Друга” и получи 15 000 руб.!</strong></em></li> </ol> <p> </p> <p><em><strong>БЕЗ ДОГОВОРА САМОЗАНЯТОСТИ</strong></em></p> <p> </p> <p><em><strong>Средний еженедельный ДОХОД 40 000 р.! (без учета чаевых).</strong></em></p> <p><em><strong>Выплаты КАЖДУЮ неделю!</strong></em></p> <p><em><strong>Выполняй доставки от 1 часа в день- свободное расписание!</strong></em></p> <p> </p> <p>Партнер сервиса Яндекс Еда приглашает к сотрудничеству пеших курьеров.</p> <p> </p> <p><em><strong>Доход складывается из</strong></em> <em>:</em></p> <ol> <li>Минимальной ставки за час(если мало заказов);</li> <li>Суммы за заказ;</li> <li>За расстояние от ресторана до клиента;</li> <li>Повышенный спрос.</li> </ol> <p> </p> <p><em><strong>Мы предлагаем</strong>:</em></p> <ol> <li>Различные <em><strong>акции и бонусы</strong></em>, которые помогут увеличить доход!;</li> <li>Совмещай с учебой или работой;</li> <li>Выбор <em><strong>района</strong> </em>доставок;</li> <li>Быстрое подключение к сервису - начинайте доставлять заказы уже сегодня;</li> <li><em><strong>Чаевые</strong> </em>- ты получишь полностью все чаевые, которые оставляют пользователи;</li> <li><em><strong>Премии и подарки</strong></em> лучшим курьерам.</li> </ol> <p> </p> <p><em><strong>Основная задача</strong>:</em></p> <ol> <li>Доставка заказов из ресторанов партнеров Яндекс Еды.</li> </ol> <p> </p> <p><em><strong>Что мы ждем от тебя</strong>:</em></p> <ol> <li>Пунктуальности и ответственного подхода к выполнению заказов;</li> <li>Опыт работы не важен, мы всему обучим.</li> </ol> <p> </p> <p><em><strong>Мы ждем твой отклик! Присоединяйся к нашей команде!</strong></em></p> <p> </p> <p>Вам может подойти наша вакансия, если вы рассматриваете: работа в вечернее время, работа доставка курьером, доставщик, курьер, свободный график, гибкий график, удобный график, работа рядом с домом, без опыта, начинающий специалист, работа на выходные вечернее время, работа пеший курьер, курьер яндекс еда</p> <p> </p>"
"<p>Приглашаем курьеров <strong>на доставку детских товаров, одежды. </strong><strong>Не доставляем еду и продукты.</strong></p> <p>Работайте в любое удобное время и дни <strong>от 4-х часов</strong>.</p> <p><strong>УСЛОВИЯ НА ВЫБОР: </strong></p> <ul> <li>Подработка или полный день;</li> <li>Оплата за доставку, оплата в час.</li> <li><strong>Доход 3000₽ - 8000₽ </strong>в день;</li> <li><strong>Выплаты</strong> – <strong>ежедневно</strong>, еженедельно;</li> <li><strong>Бонус 5000₽ за 10 маршрутов</strong>!</li> </ul> <p><strong>ТРЕБОВАНИЯ:</strong></p> <p>Наличие любого смартфона Android или iOs.</p> <p><strong>ОБЯЗАННОСТИ:</strong></p> <p>Доставлять заказы в установленное время: косметика, детские товары, документы, одежда и т.п. (<strong>мед.книжка не нужна</strong>);</p> <p><strong>ОТКЛИКАЙТЕСЬ СЕЙЧАС</strong>!</p>"
"<p><strong><em>Мы предлагаем:</em></strong></p><p>— Средний доход в час <strong><em>от 650 рублей</em></strong> и в день <strong><em>от 7 800 рублей</em></strong>;</p><p>—<em> </em>Приветственный бонус <strong><em>15 000 рублей</em></strong>;</p><p>— <strong><em>Доплата в плохую погоду</em></strong>;</p><p>— <strong><em>Теплую брендированную форму</em></strong>;</p><p>— <strong><em>Скидки на покупку и аренду электровелосипеда</em></strong>;</p><p>— Возможность использовать велосипед компании-партнера;</p><p>— Быстрое оформление: выходи на заказы уже сегодня;</p><p>— Гибкое расписание доставок;</p><p>— Оформление договора с самозанятым или ИП;</p><p>— Частые <strong><em>чаевые</em></strong> от довольных клиентов;</p><p>— Удобное приложение: простой контроль за вознаграждением, встроенный навигатор и карта;</p><p>— Уютное и теплое место для отдыха между заказами;</p><p>— Компенсацию мобильной связи;</p><p><strong><em>Что нужно делать:</em></strong></p><p>— Доставлять заказы в удобном для тебя районе: у Ozon fresh большое количество локаций—выберу ту, которая ближе к дому;</p><p><strong><em>Мы ожидаем, что ты:</em></strong></p><p>— Сможешь использовать для заказов свой телефон на Android;</p><p>— Готов доставлять заказы на электровелосипеде.<br /><br /><em>Наше предложение также подойдет вам, если вы искали: озон фреш, ozon fresh, с еженедельной оплатой, доставщик, доставка, доставка продуктов, водитель, пеший курьер, на выходные, рядом с домом, без опыта, в вечернее время, в дневное время, оплата каждый день, яндекс доставка, самокат, яндекс еда, яндекс лавка, яндекс маркет, сбермаркет, магнит, вкусвилл, пятёрочка, перекресток, дикси, лента, ашан, глобус, детский мир, спортмастер, леруа мерлен, деливери клаб, delivery club, dostavista, достависта, dodo, додо, сдэк</em></p>"
"<p>Велокурьер</p> <p>Компания <em><strong>ВкусВилл </strong></em>специализируется на продаже натуральных продуктов для здорового питания. Наша сеть активно растёт, в связи с этим, приглашаем к сотрудничеству велокурьеров на электровелосипеде</p> <p><strong><em>Плюсы сотрудничества с нами:</em></strong></p> <p>• Достойный уровень вознаграждения;<br />• Ежедневные выплаты без задержек;<br />• Средний доход от 5000 рублей;<br />• Безналичные чаевые;<br />• Полное отсутствие штрафов и депремирования;<br />• Стильная брендированная форма по желанию;<br />• Гарантируем более 35 заказов в день;<br />• Фиксированный радиус доставки;<br />• Обучение и помощь команды, окажем содействие на всех этапах;<br />• Подключаем ежедневно и в выходные, удаленно быстро и просто;<br />• Отдельная горячая линия для велокурьеров, помощь 24/7;<br />• Бонус по программе &quot;Приведи друга&quot; <strong><em>20 000 рублей</em></strong>;<br />• Доплата за заказы свыше 50кг;<br />• Ежедневные бонусы на питание;<br />• Бонус за медицинскую книжку, страхование жизни;<br />• Время оказания услуг обсуждается с каждым велокурьером индивидуально, можно совмещать с основной работой;</p> <p><strong><em>Чем предстоит заниматься:</em></strong><br />Доставлять товары из магазинов ВкусВилл покупателям до квартиры.</p> <p><strong><em>Требование:</em></strong></p> <p>Умение пользоваться приложениями-навигаторами (Яндекс Карты, 2-gis и другие) и быстро ориентироваться в пространстве и на местности.</p> <p>Пунктуальность. Аккуратность. Ответственность.<br />Приветствуется аналогичный <em>опыт</em> работы в компаниях: Delivery Club, Самокат, Get Delivery, <em>Яндекс</em>.Еда, Вайлдберриз, Утконос, Перекресток, Азбука вкуса, О’кей, Мetro и других организациях на должностях: электровелокурьер, доставщик заказов.</p>"
"<p>&gt; бонус до 25 000 рублей за каждого приведённого друга, даже если ранее он доставлял заказы в Самокат<br />&gt; оплата за количество часов и доставленных заказов<br />&gt; +10 рублей к каждому заказу при непогоде!<br />&gt; надбавка за доставку в выходные дни 15 рублей в час<br />&gt; заключение договора в течение часа</p> <p>Мы — официальный партнёр онлайн-магазина продуктов и товаров для дома Самокат. Приглашаем в нашу команду активных людей!</p> <p>Главное, что от тебя требуется — доставлять уже собранные и оплаченные заказы до клиентов Самоката.</p> <p>У нас ты можешь:<br />- получать доход каждую неделю;<br />- совмещать доставку с учёбой или работой;<br />- выбирать удобный район (доставка в среднем в радиусе 15 мин от даркстора);<br />- выбирать удобные часы для доставки (от 2 часов в день);</p> <p>Что ещё мы можем предложить:<br />- БЕСПЛАТНЫЙ велосипед<br />- удобную и непромокаемую брендированную форму;<br />- страховку от несчастных случаев на время доставки заказа.</p> <p>Связаться с нами можно в любой день недели.<br />Звони или пиши прямо сейчас — мы ждём тебя!</p> <p><br />Наша вакансия также подойдет вам, если вы искали: работа велокурьером СберМаркет, работа доставка велокурьером, доставщик, велокурьер, свободный график, гибкий график, удобный график, свободный график, работа рядом с домом, без опыта, начинающий специалист, работа на выходные, в вечернее время, в дневное время, подработка, работа выходного дня, велокурьер самокат, велокурьер ВкусВилл, велокурьер Деливери, велокурьер Яндекс, работа велокурьером Деливери, работа велокурьером Самокат, работа велокурьером Яндекс Лавка, работа велокурьером Яндекс Еда, Озон, Ozon.</p>"
"<p><strong>Условия сотрудничества:</strong></p><ul><li>Еженедельные выплаты от 8 600 руб. в день (в вознаграждение включена компенсация мобильной связи). При сотрудничестве 18 дней возможный уровень вознаграждения от 155 000 руб.;</li><li>Возможность влиять на уровень вознаграждения: больше заказов – больше вознаграждение;</li><li>Оплачиваемая ознакомительная поездка с опытным курьером; содействие при доставке заказов со стороны опытного курьера в первый месяц сотрудничества;</li><li><strong><em>Доставка заказов в заранее согласованные дни: дневные и ночные смены;</em></strong></li><li>Загрузка на складе происходит утром, один раз в день;</li><li>Доставка в рамках одного/двух районов;</li><li>Предоставление автомобиля для осуществления доставок – не нужно использовать свой автомобиль;</li><li><strong><em>Дополнительное вознаграждение 30 000 р за каждого друга рекомендованного на Водителя-Курьера и 30 000 р за рекомендацию на Водителя-Экспедитора на междугородние перевозки.</em></strong></li></ul><p><strong>Мы ожидаем:</strong></p><ul><li>Стаж вождения от 1 года по водительскому удостоверению;</li><li>Телефон на базе Android;</li><li>Статус самозанятого либо ИП.</li></ul><p><strong>Вам предстоит:</strong></p><ul><li>Доставлять товары интернет-магазина до покупателей/в пункты выдачи/в постаматы на автомобиле компании;</li><li>Забирать возвраты от клиентов и из пунктов выдачи;</li><li>Предоставлять отчет о выполненных заданиях в мобильном приложении.</li></ul><p>Наша вакансия также подойдет вам, если вы искали: автокурьер, Озон работа, Озон вакансии, Ozon вакансии, Ozon работа, работа водителем курьером, водитель курьер на авто компании, работа водитель курьер, работа водителем курьером отзывы, работа доставка водитель курьер, работа водителем курьером вакансии, с еженедельной оплатой, подработка, работа выходного дня, свободный график, гибкий график, работа в районе, работа рядом с домом, без опыта, начинающий специалист, работа на выходные, в вечернее время, Перекресток, Пятерочка, Ашан, Вкусвилл, Lamoda, Yandex, Яндекс, Сбер, Магнит, Дикси, лента, глобус, окей, спорт мастер, леруа мерлен, сдек.</p>"
"<p>Привет! Мы — официальный партнёр компании Самокат, онлайн-магазина продуктов и товаров для дома с доставкой от 15 минут. Приглашаем тебя в нашу команду!<br /><br />&gt; бонус до<strong> 20 </strong><strong>000 руб. за каждого приведённого друга</strong><br />&gt; оплата за часы и количество доставленных зaказов<br />&gt; надбавка за погодные условия <strong>10 рублей за каждый успешный заказ</strong><br />&gt; надбавка за дoставку в выходные<strong> 15 рублей в час</strong><br />&gt; быстрое заключение договора — в течение часа​​​​​​​<br /><br /><strong>От нас:</strong><br />- ЕЖЕНЕДЕЛЬНЫЙ <strong>гарантированный доход до 45830 руб</strong>.;</p> <p>- Непромокаемая форма;<br />- Удобное время дoставки<strong> (от 4 часов в день);</strong><br />- Близкий к дому район дoставки.<br /><br /><strong>От тебя:</strong><br />- Дoставка товаров до квартиры покупателя;<br />- Контакт с директором даркстора и другими курьeрами;<br />- Своевременное оповещение команды о времени выхода на доставку, отдыхе и непредвиденных ситуациях.<br /><br /><strong>Мы заботимся о комфорте и безопасности велокурьерoв!</strong><br /><br />Все зaказы уже оплачены, тебе необходимо только доставить зaказ.<br />Каждому предоставляется бесплатная страховка от несчастных случаев на время дoставки.<br />Все дарксторы оборудованы туалетными комнатами и местами для комфортного ожидания заказов.<br /><br /><strong>Звони или пиши — мы ждём тебя!</strong></p> <p>Наше предложение также подойдет тебе, если ты искал: ежедневные выплаты, подработка вечер, доставка вечер, вeлокурьер Магнит, яндекс лавка начало карьеры, работа вeлокурьером, работа, с еженедельной оплатой, вeлокурьер , подработка, работа выходного дня, свободный график, гибкий график, доставщик, доставка, доставка документов посылок, устроиться вeлокурьером, работа в районе, работа рядом с домом, без опыта, начинающий специалист, работа на выходные, в вечернее время, еда, работа вeлокурьером СберМаркет, работа доставка вeлокурьером,доставщик, вeлокурьер, свободный график, удобный график, вeлокурьер самокат, вeлокурьер Деливери, велокурьер Яндекс, работа вeлокурьером Деливери, работа вeлокурьером Самокат, работа вeлокурьером Яндекс Еда, Озон, Ozon, яндекс доставка, доставщик яндекс еда, яндекс про, яндекс маркет, сбермаркет, деливери клаб, delivery club, dostavista, достависта, сдек, доставка еды, вeлокурьер яндекс еда, доставка суши, устроиться вeлокурьером , работа на сезон, временная работа, вечерняя подработка, подработка в выходные</p> <ul> <li> </li> </ul>"
